region_raw,region,year,indicator,value,source_category_id
Bishkek city,Bishkek,2022,pension_recipients_thousands,117198.0,4296
Bishkek city,Bishkek,2021,pension_recipients_thousands,109945.0,4296
Bishkek city,Bishkek,2020,pension_recipients_thousands,107366.0,4296
Bishkek city,Bishkek,2019,pension_recipients_thousands,104949.0,4296
Osh city,Osh city,2023,pension_recipients_thousands,28960.0,4296
Osh city,Osh city,2022,pension_recipients_thousands,28057.0,4296
Osh city,Osh city,2021,pension_recipients_thousands,27203.0,4296
Osh city,Osh city,2020,pension_recipients_thousands,26232.0,4296
Osh city,Osh city,2019,pension_recipients_thousands,25052.0,4296
Batken oblast,Batken,2023,old_age_pension_recipients_thousands,50304.0,4300
Batken oblast,Batken,2022,old_age_pension_recipients_thousands,47749.0,4300
Batken oblast,Batken,2021,old_age_pension_recipients_thousands,45455.0,4300
Batken oblast,Batken,2020,old_age_pension_recipients_thousands,43393.0,4300
Batken oblast,Batken,2019,old_age_pension_recipients_thousands,41682.0,4300
Djalal-abad oblast,Djalal-abad oblast,2023,old_age_pension_recipients_thousands,106329.0,4300
Djalal-abad oblast,Djalal-abad oblast,2022,old_age_pension_recipients_thousands,101969.0,4300
Djalal-abad oblast,Djalal-abad oblast,2021,old_age_pension_recipients_thousands,97140.0,4300
Djalal-abad oblast,Djalal-abad oblast,2020,old_age_pension_recipients_thousands,93106.0,4300
Djalal-abad oblast,Djalal-abad oblast,2019,old_age_pension_recipients_thousands,89352.0,4300
Ysykkul oblast,Ysykkul oblast,2023,old_age_pension_recipients_thousands,55345.0,4300
Ysykkul oblast,Ysykkul oblast,2022,old_age_pension_recipients_thousands,53306.0,4300
Ysykkul oblast,Ysykkul oblast,2021,old_age_pension_recipients_thousands,51217.0,4300
Ysykkul oblast,Ysykkul oblast,2020,old_age_pension_recipients_thousands,49242.0,4300
Ysykkul oblast,Ysykkul oblast,2019,old_age_pension_recipients_thousands,47517.0,4300
Naryn oblast,Naryn,2023,old_age_pension_recipients_thousands,45544.0,4300
Naryn oblast,Naryn,2022,old_age_pension_recipients_thousands,44458.0,4300
Naryn oblast,Naryn,2021,old_age_pension_recipients_thousands,43339.0,4300
Naryn oblast,Naryn,2020,old_age_pension_recipients_thousands,42034.0,4300
Naryn oblast,Naryn,2019,old_age_pension_recipients_thousands,41027.0,4300
Osh oblast,Osh,2023,old_age_pension_recipients_thousands,122536.0,4300
Osh oblast,Osh,2022,old_age_pension_recipients_thousands,116322.0,4300
Osh oblast,Osh,2021,old_age_pension_recipients_thousands,111405.0,4300
Osh oblast,Osh,2020,old_age_pension_recipients_thousands,106303.0,4300
Osh oblast,Osh,2019,old_age_pension_recipients_thousands,101193.0,4300
Talas oblast,Talas,2023,old_age_pension_recipients_thousands,25713.0,4300
Talas oblast,Talas,2022,old_age_pension_recipients_thousands,24820.0,4300
Talas oblast,Talas,2021,old_age_pension_recipients_thousands,23482.0,4300
Talas oblast,Talas,2020,old_age_pension_recipients_thousands,22597.0,4300
Talas oblast,Talas,2019,old_age_pension_recipients_thousands,22025.0,4300
Chui oblast,Chuy,2023,old_age_pension_recipients_thousands,94183.0,4300
Chui oblast,Chuy,2022,old_age_pension_recipients_thousands,90523.0,4300
Chui oblast,Chuy,2021,old_age_pension_recipients_thousands,86749.0,4300
Chui oblast,Chuy,2020,old_age_pension_recipients_thousands,83879.0,4300
Chui oblast,Chuy,2019,old_age_pension_recipients_thousands,80552.0,4300
Bishkek city,Bishkek,2023,old_age_pension_recipients_thousands,101768.0,4300
Bishkek city,Bishkek,2022,old_age_pension_recipients_thousands,97832.0,4300
Bishkek city,Bishkek,2021,old_age_pension_recipients_thousands,91838.0,4300
Bishkek city,Bishkek,2020,old_age_pension_recipients_thousands,89338.0,4300
Bishkek city,Bishkek,2019,old_age_pension_recipients_thousands,86870.0,4300
Osh city,Osh city,2023,old_age_pension_recipients_thousands,23746.0,4300
Osh city,Osh city,2022,old_age_pension_recipients_thousands,22781.0,4300
Osh city,Osh city,2021,old_age_pension_recipients_thousands,21748.0,4300
Osh city,Osh city,2020,old_age_pension_recipients_thousands,20700.0,4300
Osh city,Osh city,2019,old_age_pension_recipients_thousands,19546.0,4300
Kyrgyz Republic,Kyrgyz Republic,2023,safe_drinking_water_share_pct,95.4,5765
Kyrgyz Republic,Kyrgyz Republic,2022,safe_drinking_water_share_pct,96.3,5765
Kyrgyz Republic,Kyrgyz Republic,2021,safe_drinking_water_share_pct,95.1,5765
Kyrgyz Republic,Kyrgyz Republic,2020,safe_drinking_water_share_pct,94.1,5765
Kyrgyz Republic,Kyrgyz Republic,2019,safe_drinking_water_share_pct,94.1,5765
Batken oblast,Batken,2023,safe_drinking_water_share_pct,87.7,5765
Batken oblast,Batken,2022,safe_drinking_water_share_pct,88.3,5765
Batken oblast,Batken,2021,safe_drinking_water_share_pct,88.2,5765
Batken oblast,Batken,2020,safe_drinking_water_share_pct,86.9,5765
Batken oblast,Batken,2019,safe_drinking_water_share_pct,81.0,5765
Jalal-Abat oblast,Jalal-Abad,2023,safe_drinking_water_share_pct,92.4,5765
Jalal-Abat oblast,Jalal-Abad,2022,safe_drinking_water_share_pct,93.9,5765
Jalal-Abat oblast,Jalal-Abad,2021,safe_drinking_water_share_pct,92.2,5765
Jalal-Abat oblast,Jalal-Abad,2020,safe_drinking_water_share_pct,87.0,5765
Jalal-Abat oblast,Jalal-Abad,2019,safe_drinking_water_share_pct,88.7,5765
Yssyk-Kul oblast,Issyk-Kul,2023,safe_drinking_water_share_pct,100.0,5765
Yssyk-Kul oblast,Issyk-Kul,2022,safe_drinking_water_share_pct,98.2,5765
Yssyk-Kul oblast,Issyk-Kul,2021,safe_drinking_water_share_pct,96.8,5765
Yssyk-Kul oblast,Issyk-Kul,2020,safe_drinking_water_share_pct,96.3,5765
Yssyk-Kul oblast,Issyk-Kul,2019,safe_drinking_water_share_pct,96.3,5765
Naryn oblast,Naryn,2023,safe_drinking_water_share_pct,98.3,5765
Naryn oblast,Naryn,2022,safe_drinking_water_share_pct,98.0,5765
Naryn oblast,Naryn,2021,safe_drinking_water_share_pct,97.7,5765
Naryn oblast,Naryn,2020,safe_drinking_water_share_pct,97.8,5765
Naryn oblast,Naryn,2019,safe_drinking_water_share_pct,96.8,5765
Osh oblast  (until 2013 y. including Osh city),Osh,2023,safe_drinking_water_share_pct,89.9,5765
Osh oblast  (until 2013 y. including Osh city),Osh,2022,safe_drinking_water_share_pct,93.6,5765
Osh oblast  (until 2013 y. including Osh city),Osh,2021,safe_drinking_water_share_pct,90.2,5765
Osh oblast  (until 2013 y. including Osh city),Osh,2020,safe_drinking_water_share_pct,90.7,5765
Osh oblast  (until 2013 y. including Osh city),Osh,2019,safe_drinking_water_share_pct,92.4,5765
Talas oblast,Talas,2023,safe_drinking_water_share_pct,99.6,5765
Talas oblast,Talas,2022,safe_drinking_water_share_pct,99.6,5765
Talas oblast,Talas,2021,safe_drinking_water_share_pct,99.7,5765
Talas oblast,Talas,2020,safe_drinking_water_share_pct,99.7,5765
Talas oblast,Talas,2019,safe_drinking_water_share_pct,99.3,5765
Chui oblast,Chuy,2023,safe_drinking_water_share_pct,100.0,5765
Chui oblast,Chuy,2022,safe_drinking_water_share_pct,100.0,5765
Chui oblast,Chuy,2021,safe_drinking_water_share_pct,100.0,5765
Chui oblast,Chuy,2020,safe_drinking_water_share_pct,100.0,5765
Chui oblast,Chuy,2019,safe_drinking_water_share_pct,100.0,5765
Bishkek city,Bishkek,2023,safe_drinking_water_share_pct,100.0,5765
Bishkek city,Bishkek,2022,safe_drinking_water_share_pct,100.0,5765
Bishkek city,Bishkek,2021,safe_drinking_water_share_pct,100.0,5765
Bishkek city,Bishkek,2020,safe_drinking_water_share_pct,100.0,5765
Bishkek city,Bishkek,2019,safe_drinking_water_share_pct,100.0,5765
Kyrgyz Republic,Kyrgyz Republic,2022,electricity_access_share_pct,73.1,5766
Kyrgyz Republic,Kyrgyz Republic,2021,electricity_access_share_pct,70.8,5766
Kyrgyz Republic,Kyrgyz Republic,2020,electricity_access_share_pct,72.8,5766
Kyrgyz Republic,Kyrgyz Republic,2019,electricity_access_share_pct,76.1,5766
Kyrgyz Republic,Kyrgyz Republic,2018,electricity_access_share_pct,75.7,5766
Batken oblast,Batken,2022,electricity_access_share_pct,59.2,5766
Batken oblast,Batken,2021,electricity_access_share_pct,53.5,5766
Batken oblast,Batken,2020,electricity_access_share_pct,71.0,5766
Batken oblast,Batken,2019,electricity_access_share_pct,71.6,5766
Batken oblast,Batken,2018,electricity_access_share_pct,71.8,5766
Djalal-Abad oblast,Djalal-Abad oblast,2022,electricity_access_share_pct,53.6,5766
Djalal-Abad oblast,Djalal-Abad oblast,2021,electricity_access_share_pct,54.3,5766
Djalal-Abad oblast,Djalal-Abad oblast,2020,electricity_access_share_pct,52.6,5766
Djalal-Abad oblast,Djalal-Abad oblast,2019,electricity_access_share_pct,66.6,5766
Djalal-Abad oblast,Djalal-Abad oblast,2018,electricity_access_share_pct,64.4,5766
Ysyk-Kul oblast,Ysyk-Kul oblast,2022,electricity_access_share_pct,46.9,5766
Ysyk-Kul oblast,Ysyk-Kul oblast,2021,electricity_access_share_pct,53.8,5766
Ysyk-Kul oblast,Ysyk-Kul oblast,2020,electricity_access_share_pct,48.6,5766
Ysyk-Kul oblast,Ysyk-Kul oblast,2019,electricity_access_share_pct,66.5,5766
Ysyk-Kul oblast,Ysyk-Kul oblast,2018,electricity_access_share_pct,67.0,5766
Naryn oblast,Naryn,2022,electricity_access_share_pct,70.9,5766
Naryn oblast,Naryn,2021,electricity_access_share_pct,77.9,5766
Naryn oblast,Naryn,2020,electricity_access_share_pct,77.4,5766
Naryn oblast,Naryn,2019,electricity_access_share_pct,67.0,5766
Naryn oblast,Naryn,2018,electricity_access_share_pct,79.0,5766
Osh oblast,Osh,2022,electricity_access_share_pct,73.7,5766
Osh oblast,Osh,2021,electricity_access_share_pct,63.5,5766
Osh oblast,Osh,2020,electricity_access_share_pct,66.9,5766
Osh oblast,Osh,2019,electricity_access_share_pct,68.3,5766
Osh oblast,Osh,2018,electricity_access_share_pct,66.6,5766
Talas oblast,Talas,2022,electricity_access_share_pct,54.1,5766
Talas oblast,Talas,2021,electricity_access_share_pct,54.4,5766
Talas oblast,Talas,2020,electricity_access_share_pct,53.6,5766
Talas oblast,Talas,2019,electricity_access_share_pct,52.5,5766
Talas oblast,Talas,2018,electricity_access_share_pct,54.0,5766
Chui oblast,Chuy,2022,electricity_access_share_pct,84.7,5766
Chui oblast,Chuy,2021,electricity_access_share_pct,82.3,5766
Chui oblast,Chuy,2020,electricity_access_share_pct,87.3,5766
Chui oblast,Chuy,2019,electricity_access_share_pct,84.9,5766
Chui oblast,Chuy,2018,electricity_access_share_pct,88.4,5766
Bishkek city,Bishkek,2022,electricity_access_share_pct,100.0,5766
Bishkek city,Bishkek,2021,electricity_access_share_pct,99.4,5766
Bishkek city,Bishkek,2020,electricity_access_share_pct,99.6,5766
Bishkek city,Bishkek,2019,electricity_access_share_pct,98.2,5766
Bishkek city,Bishkek,2018,electricity_access_share_pct,93.9,5766
Osh city,Osh city,2022,electricity_access_share_pct,99.9,5766
Osh city,Osh city,2021,electricity_access_share_pct,100.0,5766
Osh city,Osh city,2020,electricity_access_share_pct,100.0,5766
Osh city,Osh city,2019,electricity_access_share_pct,99.8,5766
Osh city,Osh city,2018,electricity_access_share_pct,100.0,5766
Kyrgyz Republic,Kyrgyz Republic,2023,sewerage_access_share_pct,48.2,123
Kyrgyz Republic,Kyrgyz Republic,2022,sewerage_access_share_pct,42.6,123
Kyrgyz Republic,Kyrgyz Republic,2021,sewerage_access_share_pct,40.0,123
Kyrgyz Republic,Kyrgyz Republic,2020,sewerage_access_share_pct,34.4,123
Kyrgyz Republic,Kyrgyz Republic,2019,sewerage_access_share_pct,31.5,123
Batken oblast,Batken,2023,sewerage_access_share_pct,8.7,123
Batken oblast,Batken,2022,sewerage_access_share_pct,8.1,123
Batken oblast,Batken,2021,sewerage_access_share_pct,5.7,123
Batken oblast,Batken,2020,sewerage_access_share_pct,4.8,123
Batken oblast,Batken,2019,sewerage_access_share_pct,5.9,123
Jalal-Abat oblast,Jalal-Abad,2023,sewerage_access_share_pct,12.2,123
Jalal-Abat oblast,Jalal-Abad,2022,sewerage_access_share_pct,10.7,123
Jalal-Abat oblast,Jalal-Abad,2021,sewerage_access_share_pct,9.0,123
Jalal-Abat oblast,Jalal-Abad,2020,sewerage_access_share_pct,6.0,123
Jalal-Abat oblast,Jalal-Abad,2019,sewerage_access_share_pct,6.2,123
Yssyk-Kul oblast,Issyk-Kul,2023,sewerage_access_share_pct,78.5,123
Yssyk-Kul oblast,Issyk-Kul,2022,sewerage_access_share_pct,82.0,123
Yssyk-Kul oblast,Issyk-Kul,2021,sewerage_access_share_pct,66.3,123
Yssyk-Kul oblast,Issyk-Kul,2020,sewerage_access_share_pct,51.2,123
Yssyk-Kul oblast,Issyk-Kul,2019,sewerage_access_share_pct,30.5,123
Naryn oblast,Naryn,2023,sewerage_access_share_pct,59.5,123
Naryn oblast,Naryn,2022,sewerage_access_share_pct,29.8,123
Naryn oblast,Naryn,2021,sewerage_access_share_pct,23.5,123
Naryn oblast,Naryn,2020,sewerage_access_share_pct,27.2,123
Naryn oblast,Naryn,2019,sewerage_access_share_pct,21.8,123
Osh oblast  (until 2013 y. including Osh city),Osh,2023,sewerage_access_share_pct,26.6,123
Osh oblast  (until 2013 y. including Osh city),Osh,2022,sewerage_access_share_pct,9.7,123
Osh oblast  (until 2013 y. including Osh city),Osh,2021,sewerage_access_share_pct,9.8,123
Osh oblast  (until 2013 y. including Osh city),Osh,2020,sewerage_access_share_pct,0.9,123
Osh oblast  (until 2013 y. including Osh city),Osh,2019,sewerage_access_share_pct,1.7,123
Talas oblast,Talas,2023,sewerage_access_share_pct,8.2,123
Talas oblast,Talas,2022,sewerage_access_share_pct,8.6,123
Talas oblast,Talas,2021,sewerage_access_share_pct,9.4,123
Talas oblast,Talas,2020,sewerage_access_share_pct,7.9,123
Talas oblast,Talas,2019,sewerage_access_share_pct,6.2,123
Chui oblast,Chuy,2023,sewerage_access_share_pct,74.6,123
Chui oblast,Chuy,2022,sewerage_access_share_pct,69.9,123
Chui oblast,Chuy,2021,sewerage_access_share_pct,70.5,123
Chui oblast,Chuy,2020,sewerage_access_share_pct,64.7,123
Chui oblast,Chuy,2019,sewerage_access_share_pct,63.3,123
Bishkek city,Bishkek,2023,sewerage_access_share_pct,99.2,123
Bishkek city,Bishkek,2022,sewerage_access_share_pct,99.1,123
Bishkek city,Bishkek,2021,sewerage_access_share_pct,98.4,123
Bishkek city,Bishkek,2020,sewerage_access_share_pct,97.7,123
Bishkek city,Bishkek,2019,sewerage_access_share_pct,96.1,123
